v1,v2,cleaned_text
ham,im reaching home in 5 min,ham
ham,forgot you were working today wanna chat but things are ok so drop me a text when youre free  bored etc and ill ring hope all is well nose essay and all xx,ham
ham,ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel ,ham
spam,wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text,spam
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed å£1000 cash or å£5000 prize,spam
ham,discussed with your mother ah,ham
ham,ok,ham
ham,sorry i cant text amp drive coherently see you in twenty,ham
spam,you will be receiving this weeks triple echo ringtone shortly enjoy it,spam
ham,in which place i can get rooms cheap,ham
ham,eek thats a lot of time especially since american pie is like 8 minutes long i cant stop singing it,ham
ham,gran onlyfound out afew days agocusoon honi,ham
spam,uve been selected to stay in 1 of 250 top british hotels  for nothing holiday valued at å£350 dial 08712300220 to claim  national rate call bx526 sw73ss,spam
ham,university of southern california,ham
ham,we have to pick rayan macleran there,ham
ham,u gd lor go shopping i got stuff to do u wan 2 watch infernal affairs a not come lar,ham
ham,well balls time to make calls,ham
ham,wat time ì wan today,ham
ham, ltgt  in mca but not conform,ham
ham,oh ok wats ur email,ham
ham,yes princess are you going to make me moan,ham
ham,lol its ok i didnt remember til last nite,ham
ham,û anyway many good evenings to u s,ham
ham,cool ill text you in a few,ham
ham,sorry vikky im watching olave mandara movie kano in trishul theatre wit my frnds,ham
ham,im very happy for you babe  woo hoo party on dude,ham
ham,i am taking you for italian food how about a pretty dress with no panties ,ham
ham,wot u up 2 thout u were gonna call me txt bak luv k,ham
spam,you are chosen to receive a å£350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer,spam
ham,how are you holding up,ham
ham,dont flatter yourself tell that man of mine two pints of carlin in ten minutes please ,ham
ham,hope you are not scared,ham
ham,i cant pick the phone right now pls send a message,ham
ham,im at home n ready,ham
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed å£1000 cash or å£5000 prize,spam
ham,what time do u get out,ham
ham,i am literally in bed and have been up for like  ltgt  hours,ham
ham,yes my reg is  ciao,ham
ham,if you mean the website yes,ham
spam,win a å£1000 cash prize or a prize worth å£5000,spam
spam,thanks for your ringtone order reference number x49your mobile will be charged 450 should your tone not arrive please call customer services 09065989182,spam
ham,lol or i could just starve and lose a pound by the end of the day,ham
ham,yeah thats the impression i got,ham
ham,ok ok take care i can understand,ham
ham,motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl,ham
ham,ya ok then had dinner,ham
ham,i was slept that timeyou there,ham
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
ham,when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important,ham
ham,ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far i didnt told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to meok chikkub,ham
ham,noice text me when youre here,ham
ham,hi di is yijue were meeting at 7 pm at esaplanade tonight,ham
spam,moby pub quizwin a å£100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277unsub stop å£150 008704050406 sp,spam
spam,this weeks savamob member offers are now accessible just call 08709501522 for details savamob pobox 139 la3 2wu only å£150week savamob  offers mobile,spam
ham,aight ive been set free think you could text me blakes address it occurs to me im not quite as sure what im doing as i thought i was,ham
ham,hi dear we saw dear we both are happy where you my battery is low,ham
ham,how are you its been ages hows abj,ham
ham,prof you have passed in all the papers in this sem congrats     student enna kalaachutaarama prof gud mrng,ham
ham,dont kick coco when hes down,ham
ham,fyi im gonna call you sporadically starting at like  ltgt  bc we are not not doin this shit,ham
spam,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7 ,spam
spam,tbspersolvo been chasing us since sept forå£38 definitely not paying now thanks to your information we will ignore them kath manchester,spam
ham,hope youåõre not having too much fun without me see u tomorrow love jess x,ham
ham,ok i wont call or disturb any one i know all are avoiding me i am a burden for all,ham
ham,ive reached home n i bathe liao u can call me now,ham
spam,loans for any purpose even if you have bad credit tenants welcome call noworriesloanscom on 08717111821,spam
ham,was the actual exam harder than nbme,ham
ham,a lot of this sickness thing going round take it easy hope u feel better soon lol,ham
ham,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u,ham
spam,87077 kick off a new season with 2wks free goals  news to ur mobile txt ur club name to 87077 eg villa to 87077,spam
ham,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya,ham
ham,gam gone after outstanding innings,ham
ham,o i played smash bros  ltgt  religiously,ham
ham,sir good morning hope you had a good weekend i called to let you know that i was able to raise  ltgt  from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola,ham
ham,hurry home soup is done,ham
ham,no no i will check all rooms befor activities,ham
ham,good afternoon my love it was good to see your words on ym and get your tm very smart move my slave  smiles  i drink my coffee and await you,ham
ham,quite ok but a bit ex u better go eat smth now else ill feel guilty,ham
spam,orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones  pics on wap to stop receiving these tips reply stop,spam
ham,lemme know when youre here,ham
spam,private your 2003 account statement for 07973788240 shows 800 unredeemed s i m points call 08715203649 identifier code 40533 expires 311004,spam
ham,he needs to stop going to bed and make with the fucking dealing,ham
ham,how are you my love  are you with your brother  time to talk english with him  grins say  hey muhommad penny says hello from across the sea,ham
spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text  free camcorder reply of call 08000930705 now,spam
ham,hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is  ltgt k help pls i will load d card abi hwkeep me posted luv 2 mj,ham
ham,i remain unconvinced that this isnt an elaborate test of my willpower,ham
ham,life is nothing wen v get everything but life is everything wen v miss something  real value of people wil be realized only in their absence gud mrng,ham
ham,how are you i miss you,ham
ham,i aint answerin no phone at what is actually a pretty reasonable hour but im sleepy,ham
ham,hey  is  rite u put åè10 evey mnth is that all,ham
ham,i am going to bed now prin,ham
ham,i think just yourself ûthanks and see you tomo,ham
ham,if u dun drive then how i go 2 sch,ham
ham,i not at home now lei,ham
spam,gsoh good with spam the ladiesu could b a male gigolo 2 join the uks fastest growing mens club reply oncall mjzgroup 087143423992stop reply stop msgå£150rcvd,spam
ham,ok then i will come to ur home after half an hour,ham
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599,spam
ham,do u hav any frnd by name ashwini in ur college,ham
ham,jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today,ham
ham,k then 2marrow are you coming to class,ham
spam,hot live fantasies call now 08707500020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,spam
ham,pls send me your address sir,ham
ham,i want to lick your pussy now,ham
ham,yo you gonna still be in stock tomorrowtoday im trying to get a dubsack,ham
spam,urgent your mobile number has been awarded a ukp2000 prize guaranteed call 09061790125 from landline claim 3030 valid 12hrs only 150ppm,spam
ham,ill see but prolly yeah,ham
ham,thought we could go out for dinner ill treat you seem ok,ham
ham,where are you  what do you do  how can you stand to be away from me  doesnt your heart ache without me  dont you wonder of me  dont you crave me ,ham
ham,sorry you never hear unless you book it one was kinda a jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look,ham
ham,what you doinghow are you,ham
ham,sure thing big man i have hockey elections at 6 shouldnû÷t go on longer than an hour though,ham
ham,watch lor i saw a few swatch one i thk quite ok ard 116 but i need 2nd opinion leh,ham
ham,hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena,ham
ham,babe how goes that day  what are you up to  i miss you already my love   loving kiss  i hope everything goes well,ham
ham,yunny im goin to be late,ham
ham,doc prescribed me morphine cause the other pain meds arent enough waiting for my mom to bring it that med should kick in fast so im gonna try to be on later,ham
ham,cool want me to go to kappa or should i meet you outside mu,ham
ham,hey sexy buns  have i told you  i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins  i love you babe,ham
ham,may b approve panalambut it should have more posts,ham
spam,spjanuary male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin,spam
ham,sorry ill call later,ham
ham,i dont thnk its a wrong calling between us,ham
ham,me im not workin once i get job,ham
ham,and by when youre done i mean now,ham
ham,its ur luck to love someone its ur fortune to love the one who loves u but,ham
ham,hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx,ham
spam,freemsg todays the day if you are ready im horny  live in your town i love sex fun  games netcollex ltd 08700621170150p per msg reply stop to end,spam
ham,is it your yahoo boys that bring in the perf or legal,ham
ham,no need to say anything to me i know i am an outsider,ham
ham,have you ever had one foot before,ham
ham,just got to  ltgt,ham
ham,good no donû÷t need any receiptsûówell done û yes please tell  whatû÷s her number i could ring her,ham
ham,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it   gud nyt,ham
ham,leave it wif me lar ìï wan to carry meh so heavy is da num 98321561 familiar to ì,ham
ham,beautiful truth  expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni8,ham
ham,infact happy new year how are you where are you when are we seeing,ham
spam,in the simpsons movie released in july 2007 name the band that died at the start of the film agreen day bblue day cred day send a b or c,spam
ham,thats a shame maybe cld meet for few hrs tomo,ham
ham,lol i would but despite these cramps i like being a girl,ham
ham,i canåõt wait for cornwall hope tonight isnåõt too bad as well but itåõs rock night shite anyway iåõm going for a kip now have a good night speak to you soon,ham
ham,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,ham
spam,please call amanda with regard to renewing or upgrading your current tmobile handset free of charge offer ends today tel 0845 021 3680 subject to ts and cs,spam
ham,havent found a way to get another app for your phone eh  will you go to the net cafe  did you take that job geeee i need you babe i crave to see you ,ham
ham,i only work from mon to thurs but sat i cant leh booked liao which other day u free,ham
ham,ìï comin to fetch us oredi,ham
ham,whats nannys address,ham
spam,urgent your 4 costa del sol holiday or å£5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh costå£150pm max10mins,spam
ham,haf u eaten wat time u wan me 2 come,ham
spam,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery,spam
ham,yo call me when you get the chance a friend of mine wanted me to ask you about a big order,ham
ham,this single single answers are we fighting plus i said am broke and you didnt reply,ham
ham,it certainly puts things into perspective when something like this happens,ham
ham,now got tv 2 watch meh u no work today,ham
ham,i felt sonot any conveying reason ese he what about me,ham
spam,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030,spam
ham,hows it going got any exciting karaoke type activities planned im debating whether to play football this eve feeling lazy though,ham
ham,i told that am coming on wednesday,ham
ham,its ok called mom instead have fun,ham
spam,dear voucher holder to claim this weeks offer at your pc please go to httpwwwwtlpcouktext tscs apply,spam
ham,well if im that desperate ill just call armand again,ham
ham,are you at work right now ,ham
spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,spam
ham,havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic,ham
ham,mmmmmm  i love youso much ahmad  i cant wait for this year to begin as every second takes me closer to being at your side happy new year my love,ham
ham,pls whats the full name of jokes school cos fees in university of florida seem to actually be  ltgt k pls holla back,ham
ham,sorry ill call later,ham
ham,ok but they said ive got wisdom teeth hidden inside n mayb need 2 remove,ham
ham,and pls pls drink plenty plenty water,ham
ham,how are you doing hows the queen are you going for the royal wedding,ham
ham,hes in lag thats just the sad part but we keep in touch thanks to skype,ham
ham,ok lor then we go tog lor,ham
ham,two teams waiting for some players,ham
ham,can ì send me a copy of da report,ham
ham,swhrt how u deyhope ur ok tot about u 2daylove n misstake care,ham
ham,ok da i already planned i wil pick you,ham
spam,urgent please call 0906346330 your abta complimentary 4 spanish holiday or å£10000 cash await collection sae tcs box 47 po19 2ez 150ppm 18,spam
ham,sorry ill call later in meeting,ham
ham,i just really need shit before tomorrow and i know you wont be awake before like 6,ham
ham,im good have you registered to vote,ham
ham,hmm ok ill stay for like an hour cos my eye is really sore,ham
ham,dear got bus directly to calicut,ham
ham,mm umma ask vava also to come tell him can play later together,ham
ham,well the general price is  ltgt oz let me know ifwhenhow much you want,ham
ham,sorry ill call later,ham
ham,each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find them all todaygood morning,ham
ham,ltgt  w jetton ave if you forgot,ham
ham,ok im coming home now,ham
ham,can not use foreign stamps in this country,ham
spam,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx,spam
ham,sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy,ham
spam,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,spam
spam,want to funk up ur fone with a weekly new tone reply tones2u 2 this text wwwringtonescouk the original n best tones 3gbp network operator rates apply,spam
spam,cmon babe make me horny turn me on txt me your fantasy now babe  im hot sticky and need you now all replies cost å£150 2 cancel send stop,spam
ham,i will come tomorrow di,ham
ham,wylie update my weed dealer carlos went to freedom and had a class with lunsford,ham
ham,are you happy baby  are you alright  did you take that job  i hope your fine i send you a kiss to make you smile from across the sea  kiss kiss,ham
ham,c movie is juz last minute decision mah juz watch 2 lar but i tot ì not interested,ham
ham,how are you enjoying this semester take care brother,ham
spam,important information 4 orange user 0796xxxxxx today is ur lucky day2 find out why log onto httpwwwurawinnercom theres a fantastic prizeawaiting you,spam
ham,get the door im here,ham
ham,lets use it next week princess ,ham
ham,or i go home first lar ì wait 4 me lor i put down my stuff first,ham
ham,i want kfc its tuesday only buy 2 meals only 2 no gravy only 2 mark 2,ham
ham,no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental,ham
ham,oi when you gonna ring,ham
spam,missed call alert these numbers called but left no message 07008009200,spam
ham,i attended but nothing is there,ham
ham,ard 530 like dat lor we juz meet in mrt station then ì dun haf to come out,ham
ham,no dear i was sleeping p,ham
ham,er mw im filled tuth is aight,ham
ham,will be office around 4 pm now i am going hospital,ham
ham,actually im waiting for 2 weeks when they start putting ad,ham
ham,anything lor if they all go then i go lor,ham
ham,u free on sat rite u wan 2 watch infernal affairs wif me n darren n mayb xy,ham
ham,plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,ham
ham,yo you around a friend of mines lookin to pick up later tonight,ham
ham,stupid auto correct on my phone,ham
ham,double eviction this week  spiral and michael and good riddance to them,ham
ham,the world suffers a lot not because of the violence of bad people but because of the silence of good people,ham
ham,ok thats cool its  just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday,ham
ham,buy one egg for me daplease,ham
ham,have you started in skye,ham
ham,have you bookedthe hut and also your time off how are you by the way,ham
ham,and several to you sir,ham
ham,u really pig leh sleep so much my dad wake me up at 10 smth 2 eat lunch today,ham
ham,im at home please call,ham
ham,my love  i hope your not doing anything drastic dont you dare sell your pc or your phone ,ham
ham,now only i reached home   i am very tired now  i will come tomorro,ham
spam,freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,spam
spam,u can win å£100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,spam
ham,life style garments account no please,ham
ham,lol wtf random btw is that your lunch break,ham
ham,sez hows u  de arab boy hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx,ham
ham,the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugos numbers ill appreciate safe,ham
ham,detroit the home of snow enjoy it,ham
spam,show ur colours euro 2004 241 offer get an england flag  3lions tone on ur phone click on the following service message for info,spam
ham,okie,ham
ham,aight im chillin in a friends room so text me when youre on the way,ham
ham,is toshiba portege m100 gd,ham
ham,well welp is sort of a semiobscure internet thing,ham
spam,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,spam
spam,accordingly i repeat just text the word ok on your mobile phone and send,spam
ham,loosu go to hospital de dont let it careless,ham
ham,how much for an eighth,ham
ham,omg joanna is freaking me out shes looked thru all my friends to find photos of me and then shes asking about stuff on my myspace which i havent even logged on in like a year ,ham
ham,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must,ham
ham,juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso,ham
ham,how about clothes jewelry and trips,ham
spam,block breaker now comes in deluxe format with new features and great graphics from tmobile buy for just å£5 by replying get bbdeluxe and take the challenge,spam
ham,aah a cuddle would be lush id need lots of tea and soup before any kind of fumbling,ham
spam,important information 4 orange user  today is your lucky day2find out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you,spam
ham,i am late i will be there at,ham
ham,sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish,ham
ham,are you plans with your family set in stone ,ham
ham,pls dont forget to study,ham
ham,youll never believe this but i have actually got off at taunton wow,ham
ham,den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat ,ham
ham,she just broke down a list of reasons why nobodys in town and i cant tell if shes being sarcastic or just faggy,ham
ham, ltdecimalgt m but its not a common car here so its better to buy from china or asia or if i find it less expensive ill holla,ham
ham,the greatest test of courage on earth is to bear defeat without losing heartgn tc,ham
ham,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630,ham
ham,hey so whats the plan this sat ,ham
ham,beauty sleep can help ur pimples too,ham
ham,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
spam,natalja 25f is inviting you to be her friend reply yes440 or no440 see her wwwsmsacunat27081980 stop send stop frnd to 62468,spam
ham,where to get those,ham
ham,kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park,ham
ham,ball is moving a lotwill spin in last so very difficult to bat,ham
ham,haiyoh maybe your hamster was jealous of million,ham
ham,can you please send me my auntys number,ham
ham,im glad you are following your dreams,ham
ham,ive reached home finally,ham
spam,urgent important information for 02 user today is your lucky day 2 find out why  log onto httpwwwurawinnercom there is a fantastic surprise awaiting you ,spam
spam,winner as a valued network customer you have been selected to receivea å£900 prize reward to claim call 09061701461 claim code kl341 valid 12 hours only,spam
ham,wn u r hurt by d prsn who s close 2 u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb,ham
ham,u can call now,ham
ham,science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend,ham
ham,yes i come to nyc for audiitions and am trying to relocate,ham
ham,i pocked you up there before,ham
ham,congrats thats great i wanted to tell you not to tell me your score cos it might make me relax but its motivating me so thanks for sharing,ham
ham,i wud never mind if u dont miss me or if u dont need me but u wil really hurt me wen u need me amp u dont tell me take care,ham
ham,hey mr whats the name of that bill brison book the one about language and words ,ham
ham,okay good no problem and thanx,ham
ham,for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please dont try and bullshit me it makes me want to listen to you less,ham
ham,call me when ure done,ham
ham,gwr,ham
ham,you best watch what you say cause i get drunk as a motherfucker,ham
spam,kit strip  you have been billed 150p netcollex ltd po box 1013 ig11 oja,spam
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom,spam
spam,please call 08712402578 immediately as there is an urgent message waiting for you,spam
spam,thesmszonecom lets you send free anonymous and masked messagesim sending this message from theredo you see the potential for abuse,spam
spam,well done your 4 costa del sol holiday or å£5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh costå£150pm max10mins,spam
ham,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,ham
ham,erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,ham
ham,are there ta jobs available let me know please cos i really need to start working,ham
ham,aiyar hard 2 type u later free then tell me then i call n scold n tell u,ham
ham,yup im free,ham
ham,good good billy mates all gone just been jogging again did enjoy concert,ham
ham,yo come over carlos will be here soon,ham
ham,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely  xxx,ham
ham,i guess it is useless calling u 4 something important,ham
ham,ha ha  had popped down to the loo when you helloed me hello,ham
ham,he dint tell anything he is angry on me that why you told to abi,ham
spam,someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu,spam
ham,it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,ham
ham,i keep ten rs in my shelf buy two egg,ham
ham,i wasnt well babe i have swollen glands at my throat  what did you end up doing ,ham
ham,is ur changes 2 da report big cos ive already made changes 2 da previous report,ham
ham,captain is in our room,ham
ham,i cant speak bcaz mobile have problem i can listen you but you cannt listen my voice so i calls you later,ham
ham,hiya stu wot u up 2im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan ,ham
ham,si will take mokka players only,ham
ham,are you still playing with gautham,ham
ham,hey mr  and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish ,ham
ham,k jason says hes gonna be around so ill be up there around  ltgt,ham
ham,sorry  i will be able to get to you see you in the morning,ham
ham,aight well keep me informed,ham
ham,i am not having her number sir,ham
ham,am only searching for good dual sim mobile pa,ham
ham,that seems unnecessarily hostile,ham
ham,dude got a haircut now its breezy up there,ham
spam,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,spam
ham,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 whom u care,ham
ham,i thought we were doing a king of the hill thing there,ham
ham,nope ill come online now,ham
ham,also tell him i said happy birthday,ham
ham,y bishan lei i tot ì say lavender ,ham
ham,boo what time u get out u were supposed to take me shopping today ,ham
ham,now u sound like manky scouse boy stevelike i is travelling on da bus homewot has u inmind 4 recreation dis eve,ham
ham,fyi im taking a quick shower be at epsilon in like  ltgt  min,ham
ham,on a tuesday night r u 4 real,ham
ham,yes when is the appt again,ham
ham,just got outta class gonna go gym,ham
ham,i want to sent  ltgt mesages today thats y sorry if i hurts,ham
ham,ìï all write or wat,ham
ham,ha i wouldnt say that i just didnt read anything into way u seemed i dont like 2 be judgementali save that for fridays in the pub,ham
ham,its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u  ques which colour suits me the best,ham
ham,hidid you asked to waheeda fathima about leave,ham
ham,enjoy urself tmr,ham
ham,you still around i could use a half8th,ham
spam,u 447801259231 have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094597,spam
ham,you give us back my id proof and  ltgt  rs we wont allow you to work we will come to your home within days,ham
ham,ìï bot notes oredi cos i juz rem i got,ham
ham,yes rent is very expensive so its the way we save,ham
ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,ham
ham,hows the pain deary r u smiling,ham
ham,fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like 2 hits,ham
spam,important information 4 orange user 0789xxxxxxx today is your lucky day2find out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you,spam
ham,sorry i cant help you on this,ham
ham,great so should i send you my account number,ham
ham,hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin 4ward 2 cin u 2mrw luv jaz,ham
spam,our dating service has been asked 2 contact u by someone shy call 09058091870 now all will be revealed pobox84 m26 3uz 150p,spam
ham,ìï only send me the contents page,ham
ham,night sweet sleep well ive just been to see the exorcism of emily rose and may never sleep again hugs and snogs ,ham
ham,dont think about what u have got think about how to use it that you have got good ni8,ham
ham,i cant right this second gotta hit people up first,ham
ham,evry emotion dsnt hav wordsevry wish dsnt hav prayrs if u smiled world is wit uothrwise even d drop of tear dsnt lik 2 stay wit uso b happy good morning keep smiling,ham
ham,so what about you what do you remember,ham
ham,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop,ham
ham,mm yes dear look how i am hugging you both p,ham
ham,i like dis sweater fr mango but no more my size already so irritating,ham
ham,1 i dont have her number and 2 its gonna be a massive pain in the ass and id rather not get involved if thats possible,ham
ham,anytime lor,ham
spam,do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am,spam
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng,ham
spam,ur balance is now å£600 next question complete the landmark big a bob b barry or c ben  text a b or c to 83738 good luck,spam
ham,me fineabsolutly fine,ham
ham,k and youre sure i dont have to have consent forms to do it v,ham
spam,ur tonexs subscription has been renewed and you have been charged å£450 you can choose 10 more polys this month wwwclubzedcouk billing msg,spam
spam,if you dont your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy,spam
ham,how much is torch in 9ja,ham
ham,doing nothing then u not having dinner w us,ham
ham,how are you just checking up on you,ham
ham,done it but internet connection v slow and canû÷t send it will try again later or first thing tomo,ham
ham,mathews or tait or edwards or anderson,ham
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,ham
ham,no need lar i go engin cos my sis at arts today,ham
ham,thanks honey but still havent heard anything i will leave it a bit longer so not 2 crowd him and will try later  great advice thanks hope cardiff is still there,ham
spam,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 8000930705,spam
ham, im  on the snowboarding trip i was wondering if your planning to get everyone together befor we goa meet and greet kind of affair cheers ,ham
ham,sim watching it in live,ham
ham,see you then were all christmassy here,ham
ham,k im ready  ltgt ,ham
ham,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,ham
ham,the greatest test of courage on earth is to bear defeat without losing heartgn tc,ham
ham,what are your new years plans,ham
spam,recpt 13 you have ordered a ringtone your order is being processed,spam
ham,baaaaaaaabe wake up  i miss you  i crave you i need you,ham
ham,only just got this message not ignoring you yes i was shopping that is,ham
ham,dear  why you mood off i cant drive so i brother to drive,ham
ham,when did dad get back,ham
ham,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,ham
ham,yes just finished watching days of our lives i love it,ham
ham,juz go google n search 4 qet,ham
ham,many times we lose our best ones bcoz we are ,ham
ham,good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni8,ham
ham,just getting back home,ham
ham,sorry ill call later  ltgt mins,ham
ham,dun need to use dial up juz open da browser n surf,ham
spam,as one of our registered subscribers u can enter the draw 4 a 100 gb gift voucher by replying with enter to unsubscribe text stop,spam
ham,awesome plan to get here any time after like  ltgt  ill text you details in a wee bit,ham
ham,take care and sleep wellyou need to learn to change in lifeyou only need to get convinced on thati will wait but no more conversations between usget convinced by that timeyour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life,ham
spam,for your chance to win a free bluetooth headset then simply reply back with adp,spam
ham,you also didnt get na hi hi hi hi hi,ham
ham,ya but it cant display internal subs so i gotta extract them,ham
ham,if i said anything wrong sorry de,ham
ham,sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish,ham
